taxlevel	rankID	taxon	daughterlevels	total	A1_T1_3m	A1_T26_0m	A1_T26_3m	A1_T2_0m	A1_T2_3m	A1_T33_0m	A1_T33_3m	A1_T40_0m	A1_T40_3m	A1_T47_0m	A1_T47_3m	A1_T54_0m	A1_T54_3m	A1_T61_0m	A1_T61_3m	A2_T1_0m	A2_T1_3m	A2_T26_0m	A2_T26_3m	A2_T2_0m	A2_T2_3m	A2_T33_0m	A2_T33_3m	A2_T40_0m	A2_T40_3m	A2_T47_0m	A2_T47_3m	A2_T54_0m	A2_T54_3m	A2_T61_0m	A2_T61_3m	A3_T1_0m	A3_T1_3m	A3_T26_0m	A3_T26_3m	A3_T2_0m	A3_T2_3m	A3_T33_0m	A3_T33_3m	A3_T40_0m	A3_T40_3m	A3_T47_0m	A3_T47_3m	A3_T54_0m	A3_T54_3m	A3_T61_0m	A3_T61_3m	A4_T1_0m	A4_T1_3m	A4_T26_0m	A4_T26_3m	A4_T2_0m	A4_T2_3m	A4_T33_0m	A4_T33_3m	A4_T40_0m	A4_T40_3m	A4_T47_0m	A4_T47_3m	A4_T54_0m	A4_T54_3m	A4_T61_0m	A4_T61_3m	A5_T1_0m	A5_T1_3m	A5_T26_0m	A5_T26_3m	A5_T2_0m	A5_T2_3m	A5_T33_0m	A5_T33_3m	A5_T40_0m	A5_T40_3m	A5_T47_0m	A5_T47_3m	A5_T54_0m	A5_T54_3m	A5_T61_0m	A5_T61_3m	A6_T1_0m	A6_T1_3m	A6_T26_0m	A6_T26_3m	A6_T2_0m	A6_T2_3m	A6_T33_0m	A6_T33_3m	A6_T40_0m	A6_T40_3m	A6_T47_0m	A6_T47_3m	A6_T54_0m	A6_T54_3m	A6_T61_0m	A6_T61_3m	Negative
6	0.1.28.1.7.1.1	Synurales_fa_unclassified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.28.2	Diatomea	2	1387	25	0	1	22	11	0	3	0	5	0	24	0	16	0	18	6	22	0	40	15	22	0	8	2	40	0	73	1	42	0	16	18	67	0	9	11	99	0	13	0	14	2	32	0	34	0	60	21	2	1	4	25	12	1	15	1	5	0	15	2	18	0	62	19	28	1	19	11	32	0	41	0	22	0	20	0	67	0	2	4	32	0	16	24	20	1	11	0	4	0	2	0	44	0	12	0
4	0.1.28.2.1	Bacillariophytina	2	1385	25	0	1	22	11	0	3	0	5	0	24	0	16	0	18	6	22	0	40	15	22	0	8	2	40	0	73	1	42	0	16	18	67	0	9	11	99	0	13	0	14	2	32	0	34	0	60	21	2	1	4	25	12	1	15	1	5	0	15	2	18	0	62	19	28	1	19	9	32	0	41	0	22	0	20	0	67	0	2	4	32	0	16	24	20	1	11	0	4	0	2	0	44	0	12	0
5	0.1.28.2.1.1	Bacillariophyceae	3	1383	25	0	1	22	11	0	3	0	5	0	24	0	16	0	18	6	22	0	40	15	22	0	8	2	40	0	73	1	42	0	16	18	67	0	9	11	99	0	13	0	14	2	32	0	34	0	58	21	2	1	4	25	12	1	15	1	5	0	15	2	18	0	62	19	28	1	19	9	32	0	41	0	22	0	20	0	67	0	2	4	32	0	16	24	20	1	11	0	4	0	2	0	44	0	12	0
6	0.1.28.2.1.1.1	Bacillariophyceae_unclassified	0	771	19	0	1	3	8	0	1	0	2	0	19	0	6	0	17	2	7	0	32	5	17	0	8	2	25	0	38	1	23	0	10	9	50	0	3	8	92	0	8	0	9	2	11	0	20	0	42	19	2	1	1	24	9	1	6	1	2	0	6	2	10	0	52	12	5	1	5	7	15	0	8	0	9	0	3	0	16	0	1	2	6	0	6	6	3	1	1	0	0	0	0	0	21	0	7	0
6	0.1.28.2.1.1.2	Pinnularia	0	611	6	0	0	19	3	0	2	0	3	0	5	0	10	0	1	4	15	0	8	10	5	0	0	0	15	0	35	0	19	0	6	9	17	0	6	3	7	0	5	0	5	0	21	0	14	0	16	2	0	0	3	1	3	0	9	0	3	0	9	0	8	0	10	7	23	0	14	2	17	0	33	0	13	0	17	0	51	0	1	2	26	0	10	18	17	0	10	0	3	0	2	0	23	0	5	0
6	0.1.28.2.1.1.3	Sellaphora	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5	0.1.28.2.1.2	Mediophyceae	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.2.1.2.1	Cyclotella	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.28.2.2	Coscinodiscophytina	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.28.2.2.1	Melosirids	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.2.2.1.1	Aulacoseira	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.28.3	Eustigmatophyceae	1	2318	38	2	8	27	9	0	4	0	32	0	60	1	31	0	14	3	8	1	21	9	6	1	4	0	23	0	16	0	13	0	33	16	11	4	20	14	75	0	13	7	11	0	33	0	33	0	47	66	43	20	10	49	13	9	10	15	31	0	23	7	15	2	66	84	55	75	6	47	50	4	29	6	41	4	72	1	168	46	17	78	94	0	22	109	4	71	33	44	7	2	11	1	56	3	51	0
4	0.1.28.3.1	Eustigmatales	1	2318	38	2	8	27	9	0	4	0	32	0	60	1	31	0	14	3	8	1	21	9	6	1	4	0	23	0	16	0	13	0	33	16	11	4	20	14	75	0	13	7	11	0	33	0	33	0	47	66	43	20	10	49	13	9	10	15	31	0	23	7	15	2	66	84	55	75	6	47	50	4	29	6	41	4	72	1	168	46	17	78	94	0	22	109	4	71	33	44	7	2	11	1	56	3	51	0
5	0.1.28.3.1.1	Eustigmatales_fa	4	2318	38	2	8	27	9	0	4	0	32	0	60	1	31	0	14	3	8	1	21	9	6	1	4	0	23	0	16	0	13	0	33	16	11	4	20	14	75	0	13	7	11	0	33	0	33	0	47	66	43	20	10	49	13	9	10	15	31	0	23	7	15	2	66	84	55	75	6	47	50	4	29	6	41	4	72	1	168	46	17	78	94	0	22	109	4	71	33	44	7	2	11	1	56	3	51	0
6	0.1.28.3.1.1.1	Eustigmatales_fa_unclassified	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.3.1.1.2	Eustigmatos	0	2301	37	2	8	27	9	0	4	0	32	0	60	1	31	0	14	3	5	1	21	9	6	0	4	0	23	0	16	0	13	0	33	16	11	4	20	12	73	0	13	7	11	0	33	0	33	0	47	66	43	20	10	49	13	9	10	15	31	0	23	7	15	2	66	83	55	74	6	47	50	4	29	6	41	4	67	1	167	46	17	78	94	0	22	109	4	71	33	44	7	2	11	1	56	3	51	0
6	0.1.28.3.1.1.3	Monodus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.3.1.1.4	Pseudocharaciopsis	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.28.4	Ochrophyta_unclassified	1	2391	18	13	2	36	20	10	6	3	19	9	34	3	13	1	13	18	18	7	40	30	15	3	13	4	85	2	37	0	23	1	25	32	60	6	8	14	24	22	7	9	8	0	30	0	30	162	28	17	11	23	10	54	14	13	20	11	42	0	21	14	21	6	27	86	49	89	23	79	58	6	35	39	29	4	31	1	179	19	16	28	53	2	11	52	20	19	29	2	21	2	20	17	51	49	7	0
4	0.1.28.4.1	Ochrophyta_unclassified	1	2391	18	13	2	36	20	10	6	3	19	9	34	3	13	1	13	18	18	7	40	30	15	3	13	4	85	2	37	0	23	1	25	32	60	6	8	14	24	22	7	9	8	0	30	0	30	162	28	17	11	23	10	54	14	13	20	11	42	0	21	14	21	6	27	86	49	89	23	79	58	6	35	39	29	4	31	1	179	19	16	28	53	2	11	52	20	19	29	2	21	2	20	17	51	49	7	0
5	0.1.28.4.1.1	Ochrophyta_unclassified	1	2391	18	13	2	36	20	10	6	3	19	9	34	3	13	1	13	18	18	7	40	30	15	3	13	4	85	2	37	0	23	1	25	32	60	6	8	14	24	22	7	9	8	0	30	0	30	162	28	17	11	23	10	54	14	13	20	11	42	0	21	14	21	6	27	86	49	89	23	79	58	6	35	39	29	4	31	1	179	19	16	28	53	2	11	52	20	19	29	2	21	2	20	17	51	49	7	0
6	0.1.28.4.1.1.1	Ochrophyta_unclassified	0	2391	18	13	2	36	20	10	6	3	19	9	34	3	13	1	13	18	18	7	40	30	15	3	13	4	85	2	37	0	23	1	25	32	60	6	8	14	24	22	7	9	8	0	30	0	30	162	28	17	11	23	10	54	14	13	20	11	42	0	21	14	21	6	27	86	49	89	23	79	58	6	35	39	29	4	31	1	179	19	16	28	53	2	11	52	20	19	29	2	21	2	20	17	51	49	7	0
3	0.1.28.5	Xanthophyceae	1	299	3	7	0	4	4	0	1	4	0	0	4	0	6	0	3	4	4	0	3	22	3	0	2	0	4	0	13	1	4	0	4	3	8	4	0	0	8	0	1	1	8	0	0	1	0	0	10	0	1	3	0	0	0	0	0	0	3	0	2	2	0	0	0	6	12	3	3	5	21	1	1	1	6	0	2	0	48	3	0	4	1	0	8	7	2	0	6	0	0	0	0	0	2	0	2	0
4	0.1.28.5.1	Tribonematales	1	299	3	7	0	4	4	0	1	4	0	0	4	0	6	0	3	4	4	0	3	22	3	0	2	0	4	0	13	1	4	0	4	3	8	4	0	0	8	0	1	1	8	0	0	1	0	0	10	0	1	3	0	0	0	0	0	0	3	0	2	2	0	0	0	6	12	3	3	5	21	1	1	1	6	0	2	0	48	3	0	4	1	0	8	7	2	0	6	0	0	0	0	0	2	0	2	0
5	0.1.28.5.1.1	Tribonematales_fa	1	299	3	7	0	4	4	0	1	4	0	0	4	0	6	0	3	4	4	0	3	22	3	0	2	0	4	0	13	1	4	0	4	3	8	4	0	0	8	0	1	1	8	0	0	1	0	0	10	0	1	3	0	0	0	0	0	0	3	0	2	2	0	0	0	6	12	3	3	5	21	1	1	1	6	0	2	0	48	3	0	4	1	0	8	7	2	0	6	0	0	0	0	0	2	0	2	0
6	0.1.28.5.1.1.1	Xanthonema	0	299	3	7	0	4	4	0	1	4	0	0	4	0	6	0	3	4	4	0	3	22	3	0	2	0	4	0	13	1	4	0	4	3	8	4	0	0	8	0	1	1	8	0	0	1	0	0	10	0	1	3	0	0	0	0	0	0	3	0	2	2	0	0	0	6	12	3	3	5	21	1	1	1	6	0	2	0	48	3	0	4	1	0	8	7	2	0	6	0	0	0	0	0	2	0	2	0
2	0.1.29	Peronosporomycetes	1	24417	213	80	110	697	310	16	107	6	797	1	171	4	260	3	223	411	402	4	401	346	120	24	209	20	514	6	533	23	533	5	93	1162	196	66	468	719	387	241	193	46	221	12	445	0	157	518	433	308	402	142	199	1271	173	2141	220	17	119	0	254	39	366	8	568	588	219	130	147	443	376	7	250	19	295	3	237	2	794	26	109	26	264	3	161	296	685	132	231	21	237	0	118	7	387	4	67	0
3	0.1.29.1	Peronosporomycetes_cl	1	24417	213	80	110	697	310	16	107	6	797	1	171	4	260	3	223	411	402	4	401	346	120	24	209	20	514	6	533	23	533	5	93	1162	196	66	468	719	387	241	193	46	221	12	445	0	157	518	433	308	402	142	199	1271	173	2141	220	17	119	0	254	39	366	8	568	588	219	130	147	443	376	7	250	19	295	3	237	2	794	26	109	26	264	3	161	296	685	132	231	21	237	0	118	7	387	4	67	0
4	0.1.29.1.1	Peronosporomycetes_or	1	24417	213	80	110	697	310	16	107	6	797	1	171	4	260	3	223	411	402	4	401	346	120	24	209	20	514	6	533	23	533	5	93	1162	196	66	468	719	387	241	193	46	221	12	445	0	157	518	433	308	402	142	199	1271	173	2141	220	17	119	0	254	39	366	8	568	588	219	130	147	443	376	7	250	19	295	3	237	2	794	26	109	26	264	3	161	296	685	132	231	21	237	0	118	7	387	4	67	0
5	0.1.29.1.1.1	Peronosporomycetes_fa	9	24417	213	80	110	697	310	16	107	6	797	1	171	4	260	3	223	411	402	4	401	346	120	24	209	20	514	6	533	23	533	5	93	1162	196	66	468	719	387	241	193	46	221	12	445	0	157	518	433	308	402	142	199	1271	173	2141	220	17	119	0	254	39	366	8	568	588	219	130	147	443	376	7	250	19	295	3	237	2	794	26	109	26	264	3	161	296	685	132	231	21	237	0	118	7	387	4	67	0
6	0.1.29.1.1.1.1	Achlya	0	271	1	7	2	0	1	0	3	0	5	0	4	0	1	0	1	0	7	1	3	0	2	5	0	0	6	0	0	0	0	0	0	10	4	3	2	5	12	2	2	2	3	0	1	0	2	0	11	3	2	1	0	2	3	14	17	3	1	0	0	11	4	0	9	2	0	6	2	3	4	0	5	3	6	0	0	0	9	0	0	0	1	0	22	0	0	9	7	9	2	0	0	0	2	0	1	0
6	0.1.29.1.1.1.2	Aphanomyces	0	49	2	0	0	7	0	0	1	0	0	0	1	0	2	0	0	0	2	0	1	0	2	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1	1	0	0	1	3	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
6	0.1.29.1.1.1.3	Aplanopsis	0	291	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	18	0	7	3	0	0	1	0	0	0	3	0	0	0	0	0	0	27	1	1	1	31	0	2	0	0	3	0	1	0	0	0	3	0	0	0	0	0	34	0	0	0	1	0	0	0	0	2	1	48	0	3	0	0	6	0	1	0	1	0	45	6	2	1	24	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0
6	0.1.29.1.1.1.4	Lagenidium	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.29.1.1.1.5	Peronosporomycetes_fa_unclassified	0	4107	39	24	27	284	14	7	5	3	259	0	17	3	6	3	35	86	35	3	55	114	13	13	60	14	56	6	45	7	84	3	14	65	21	11	43	22	51	67	19	18	35	7	159	0	8	132	121	139	43	50	14	485	37	260	3	10	41	0	38	14	25	5	111	4	51	37	10	10	25	3	20	6	100	3	32	0	35	4	13	1	65	1	20	15	6	117	74	0	26	0	12	0	17	0	12	0
6	0.1.29.1.1.1.6	Peronosporomycetes_ge	0	17634	144	30	69	324	272	4	89	0	496	0	130	1	235	0	123	278	318	0	292	194	99	4	136	0	346	0	446	8	415	0	64	1067	118	19	390	666	284	131	172	7	171	1	182	0	128	74	244	137	327	83	168	736	102	1844	148	3	66	0	195	11	315	3	436	541	136	25	122	421	328	2	200	7	172	0	182	2	660	9	86	15	157	0	105	253	658	0	125	8	178	0	98	7	337	4	51	0
6	0.1.29.1.1.1.7	Phytophthora	0	138	0	4	0	34	0	1	1	0	0	0	2	0	0	0	0	2	0	0	5	1	0	0	0	0	0	0	5	1	7	1	1	0	2	0	2	2	0	0	0	0	9	0	0	0	5	0	11	0	17	0	2	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	11	0	0	0	0	0	2	0	0	0
6	0.1.29.1.1.1.8	Phytopythium	0	37	0	0	2	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	1	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.29.1.1.1.9	Pythium	0	1839	27	15	10	47	23	4	8	3	28	1	17	0	15	0	64	45	22	0	36	33	4	2	12	6	62	0	19	7	26	1	11	20	51	6	24	22	36	10	0	17	2	3	100	0	13	311	43	29	10	7	12	48	27	23	18	1	9	0	20	3	20	0	12	38	31	14	13	6	19	2	19	3	5	0	22	0	45	7	3	9	17	2	13	23	18	6	13	4	31	0	8	0	20	0	3	0
2	0.1.30	Phragmoplastophyta	1	8938	96	6	52	32	25	0	11	0	50	0	10	27	36	0	91	58	25	0	24	7	25	3	2	0	104	1	15	103	55	2	17	31	3554	70	35	0	75	76	883	1	34	1	18	0	162	134	132	7	12	100	16	35	60	4	42	11	45	1	122	3	6	0	11	140	14	16	30	108	28	6	14	55	47	0	11	1	77	0	81	97	1256	0	25	41	64	1	101	0	38	0	17	1	63	0	48	0
3	0.1.30.1	Embryophyta	17	8938	96	6	52	32	25	0	11	0	50	0	10	27	36	0	91	58	25	0	24	7	25	3	2	0	104	1	15	103	55	2	17	31	3554	70	35	0	75	76	883	1	34	1	18	0	162	134	132	7	12	100	16	35	60	4	42	11	45	1	122	3	6	0	11	140	14	16	30	108	28	6	14	55	47	0	11	1	77	0	81	97	1256	0	25	41	64	1	101	0	38	0	17	1	63	0	48	0
4	0.1.30.1.1	Apiales	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.30.1.1.1	Apiales_fa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.30.1.1.1.1	Cnidium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.30.1.2	Asterales	1	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	1127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	0.1.30.1.2.1	Asterales_fa	1	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	1127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6	0.1.30.1.2.1.1	Asterales_fa_unclassified	0	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	1127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	0.1.30.1.3	Brassicales	1	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
5	0.1.30.1.3.1	Brassicales_fa	1	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
6	0.1.30.1.3.1.1	Brassicales_fa_unclassified	0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
4	0.1.30.1.4	Bryophyta_or	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.30.1.4.1	Bryophyta_fa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.30.1.4.1.1	Bryophyta_ge	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.30.1.5	Caryophyllales	1	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.30.1.5.1	Caryophyllales_fa	1	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.30.1.5.1.1	Chenopodium	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.30.1.6	Dicranales	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.30.1.6.1	Dicranales_fa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
