taxlevel	rankID	taxon	daughterlevels	total	A1_T1_3m	A1_T26_0m	A1_T26_3m	A1_T2_0m	A1_T2_3m	A1_T33_0m	A1_T33_3m	A1_T40_0m	A1_T40_3m	A1_T47_0m	A1_T47_3m	A1_T54_0m	A1_T54_3m	A1_T61_0m	A1_T61_3m	A2_T1_0m	A2_T1_3m	A2_T26_0m	A2_T26_3m	A2_T2_0m	A2_T2_3m	A2_T33_0m	A2_T33_3m	A2_T40_0m	A2_T40_3m	A2_T47_0m	A2_T47_3m	A2_T54_0m	A2_T54_3m	A2_T61_0m	A2_T61_3m	A3_T1_0m	A3_T1_3m	A3_T26_0m	A3_T26_3m	A3_T2_0m	A3_T2_3m	A3_T33_0m	A3_T33_3m	A3_T40_0m	A3_T40_3m	A3_T47_0m	A3_T47_3m	A3_T54_0m	A3_T54_3m	A3_T61_0m	A3_T61_3m	A4_T1_0m	A4_T1_3m	A4_T26_0m	A4_T26_3m	A4_T2_0m	A4_T2_3m	A4_T33_0m	A4_T33_3m	A4_T40_0m	A4_T40_3m	A4_T47_0m	A4_T47_3m	A4_T54_0m	A4_T54_3m	A4_T61_0m	A4_T61_3m	A5_T1_0m	A5_T1_3m	A5_T26_0m	A5_T26_3m	A5_T2_0m	A5_T2_3m	A5_T33_0m	A5_T33_3m	A5_T40_0m	A5_T40_3m	A5_T47_0m	A5_T47_3m	A5_T54_0m	A5_T54_3m	A5_T61_0m	A5_T61_3m	A6_T1_0m	A6_T1_3m	A6_T26_0m	A6_T26_3m	A6_T2_0m	A6_T2_3m	A6_T33_0m	A6_T33_3m	A6_T40_0m	A6_T40_3m	A6_T47_0m	A6_T47_3m	A6_T54_0m	A6_T54_3m	A6_T61_0m	A6_T61_3m	Negative
6	0.1.26.1.1.1.1	Araeolaimida_ge	0	30630	510	5	484	1942	260	0	124	0	237	0	214	0	503	0	680	373	175	0	370	235	216	0	144	0	1190	0	363	0	644	0	253	191	218	3	29	1041	25	0	464	0	142	0	143	0	660	48	1117	365	838	0	443	823	461	0	197	1	359	0	797	0	1233	0	34	556	927	2	463	256	757	18	453	1	459	0	23	0	1631	1	326	316	309	0	210	674	1169	0	1404	0	757	0	488	0	743	0	133	0
4	0.1.26.1.2	Ascaridida	1	38980	372	437	317	2748	551	2	127	53	1247	2	669	18	370	15	657	501	474	72	250	750	209	43	452	59	128	3	1252	281	1635	44	55	1137	144	133	366	1309	375	80	470	40	248	152	129	2	684	852	198	240	639	284	239	740	1493	120	687	3	0	0	493	19	793	9	634	426	209	519	63	420	369	20	309	0	330	13	150	14	1717	79	108	130	1255	0	198	687	515	0	455	1	1283	25	646	3	2232	44	255	0
5	0.1.26.1.2.1	Ascaridida_fa	1	38980	372	437	317	2748	551	2	127	53	1247	2	669	18	370	15	657	501	474	72	250	750	209	43	452	59	128	3	1252	281	1635	44	55	1137	144	133	366	1309	375	80	470	40	248	152	129	2	684	852	198	240	639	284	239	740	1493	120	687	3	0	0	493	19	793	9	634	426	209	519	63	420	369	20	309	0	330	13	150	14	1717	79	108	130	1255	0	198	687	515	0	455	1	1283	25	646	3	2232	44	255	0
6	0.1.26.1.2.1.1	Ascaridida_ge	0	38980	372	437	317	2748	551	2	127	53	1247	2	669	18	370	15	657	501	474	72	250	750	209	43	452	59	128	3	1252	281	1635	44	55	1137	144	133	366	1309	375	80	470	40	248	152	129	2	684	852	198	240	639	284	239	740	1493	120	687	3	0	0	493	19	793	9	634	426	209	519	63	420	369	20	309	0	330	13	150	14	1717	79	108	130	1255	0	198	687	515	0	455	1	1283	25	646	3	2232	44	255	0
4	0.1.26.1.3	Chromadorea_unclassified	1	7348	139	32	348	80	38	2	3	0	24	0	103	0	201	0	58	18	43	2	16	4	11	0	194	0	14	0	87	4	71	0	38	1425	88	34	39	298	97	2	5	2	35	0	99	0	5	2	2	109	436	4	33	424	330	33	112	0	28	0	46	12	244	0	69	52	8	5	44	31	598	0	29	1	130	0	47	0	132	0	38	6	20	0	99	34	199	6	54	0	102	0	59	0	89	0	22	0
5	0.1.26.1.3.1	Chromadorea_unclassified	1	7348	139	32	348	80	38	2	3	0	24	0	103	0	201	0	58	18	43	2	16	4	11	0	194	0	14	0	87	4	71	0	38	1425	88	34	39	298	97	2	5	2	35	0	99	0	5	2	2	109	436	4	33	424	330	33	112	0	28	0	46	12	244	0	69	52	8	5	44	31	598	0	29	1	130	0	47	0	132	0	38	6	20	0	99	34	199	6	54	0	102	0	59	0	89	0	22	0
6	0.1.26.1.3.1.1	Chromadorea_unclassified	0	7348	139	32	348	80	38	2	3	0	24	0	103	0	201	0	58	18	43	2	16	4	11	0	194	0	14	0	87	4	71	0	38	1425	88	34	39	298	97	2	5	2	35	0	99	0	5	2	2	109	436	4	33	424	330	33	112	0	28	0	46	12	244	0	69	52	8	5	44	31	598	0	29	1	130	0	47	0	132	0	38	6	20	0	99	34	199	6	54	0	102	0	59	0	89	0	22	0
4	0.1.26.1.4	Monhysterida	1	8065	143	0	60	256	80	0	10	0	131	0	98	0	65	0	63	187	203	0	106	132	97	0	82	0	343	0	239	3	285	0	98	89	283	0	61	139	296	3	122	0	35	0	306	0	80	50	113	113	156	0	49	217	104	0	94	0	84	0	102	0	79	0	75	158	229	0	42	101	178	0	114	0	55	0	63	0	293	0	95	68	329	0	71	133	354	0	65	0	83	0	102	0	173	0	28	0
5	0.1.26.1.4.1	Monhysterida_fa	1	8065	143	0	60	256	80	0	10	0	131	0	98	0	65	0	63	187	203	0	106	132	97	0	82	0	343	0	239	3	285	0	98	89	283	0	61	139	296	3	122	0	35	0	306	0	80	50	113	113	156	0	49	217	104	0	94	0	84	0	102	0	79	0	75	158	229	0	42	101	178	0	114	0	55	0	63	0	293	0	95	68	329	0	71	133	354	0	65	0	83	0	102	0	173	0	28	0
6	0.1.26.1.4.1.1	Monhysterida_ge	0	8065	143	0	60	256	80	0	10	0	131	0	98	0	65	0	63	187	203	0	106	132	97	0	82	0	343	0	239	3	285	0	98	89	283	0	61	139	296	3	122	0	35	0	306	0	80	50	113	113	156	0	49	217	104	0	94	0	84	0	102	0	79	0	75	158	229	0	42	101	178	0	114	0	55	0	63	0	293	0	95	68	329	0	71	133	354	0	65	0	83	0	102	0	173	0	28	0
4	0.1.26.1.5	Rhabditida	1	1920	0	0	1	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	117	0	9	7	0	0	0	0	0	9	0	0	0	1579	0	0	0	0	0	0	0	98	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
5	0.1.26.1.5.1	Rhabditida_fa	1	1920	0	0	1	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	117	0	9	7	0	0	0	0	0	9	0	0	0	1579	0	0	0	0	0	0	0	98	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
6	0.1.26.1.5.1.1	Rhabditida_ge	0	1920	0	0	1	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	117	0	9	7	0	0	0	0	0	9	0	0	0	1579	0	0	0	0	0	0	0	98	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4	0.1.26.1.6	Tylenchida	1	45	0	0	0	0	2	0	0	0	9	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.26.1.6.1	Tylenchida_fa	1	45	0	0	0	0	2	0	0	0	9	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.26.1.6.1.1	Tylenchida_ge	0	45	0	0	0	0	2	0	0	0	9	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.26.2	Enoplea	2	2527	43	0	31	118	2	0	2	0	36	0	2	0	68	0	0	44	11	0	21	0	3	0	23	0	39	0	18	0	43	0	51	23	2	0	1	26	106	0	99	0	3	0	25	0	6	0	71	3	39	1	64	44	84	115	93	0	79	0	82	0	21	0	53	38	46	0	24	34	4	0	6	4	66	0	3	0	270	0	5	57	63	0	31	1	56	0	44	0	60	0	28	0	71	0	21	0
4	0.1.26.2.1	Dorylaimia_or	1	2474	43	0	28	118	1	0	1	0	29	0	2	0	68	0	0	44	10	0	20	0	3	0	23	0	38	0	18	0	37	0	51	23	2	0	1	26	106	0	99	0	3	0	23	0	6	0	70	3	39	1	63	44	78	115	84	0	79	0	82	0	20	0	50	36	43	0	24	34	4	0	6	4	66	0	3	0	270	0	5	57	63	0	31	1	56	0	44	0	56	0	28	0	71	0	21	0
5	0.1.26.2.1.1	Dorylaimida_fa	1	2474	43	0	28	118	1	0	1	0	29	0	2	0	68	0	0	44	10	0	20	0	3	0	23	0	38	0	18	0	37	0	51	23	2	0	1	26	106	0	99	0	3	0	23	0	6	0	70	3	39	1	63	44	78	115	84	0	79	0	82	0	20	0	50	36	43	0	24	34	4	0	6	4	66	0	3	0	270	0	5	57	63	0	31	1	56	0	44	0	56	0	28	0	71	0	21	0
6	0.1.26.2.1.1.1	Dorylaimida_ge	0	2474	43	0	28	118	1	0	1	0	29	0	2	0	68	0	0	44	10	0	20	0	3	0	23	0	38	0	18	0	37	0	51	23	2	0	1	26	106	0	99	0	3	0	23	0	6	0	70	3	39	1	63	44	78	115	84	0	79	0	82	0	20	0	50	36	43	0	24	34	4	0	6	4	66	0	3	0	270	0	5	57	63	0	31	1	56	0	44	0	56	0	28	0	71	0	21	0
4	0.1.26.2.2	Triplonchida	1	53	0	0	3	0	1	0	1	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	6	0	9	0	0	0	0	0	1	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
5	0.1.26.2.2.1	Triplonchida_fa	1	53	0	0	3	0	1	0	1	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	6	0	9	0	0	0	0	0	1	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
6	0.1.26.2.2.1.1	Triplonchida_ge	0	53	0	0	3	0	1	0	1	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	6	0	9	0	0	0	0	0	1	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	0.1.27	Nucleariidae_and_Fonticula_group	1	196	13	0	4	0	0	0	0	0	3	0	8	0	0	0	0	1	3	0	4	0	1	0	0	0	0	0	19	0	1	0	1	1	0	0	0	5	3	0	1	0	1	3	5	0	0	0	11	0	1	1	2	0	3	2	0	0	0	0	2	6	4	1	0	4	0	0	0	1	0	0	1	0	1	0	0	0	7	0	0	0	1	0	0	0	50	0	17	0	0	0	1	0	2	0	1	0
3	0.1.27.1	Nucleariidae_and_Fonticula_group_cl	1	196	13	0	4	0	0	0	0	0	3	0	8	0	0	0	0	1	3	0	4	0	1	0	0	0	0	0	19	0	1	0	1	1	0	0	0	5	3	0	1	0	1	3	5	0	0	0	11	0	1	1	2	0	3	2	0	0	0	0	2	6	4	1	0	4	0	0	0	1	0	0	1	0	1	0	0	0	7	0	0	0	1	0	0	0	50	0	17	0	0	0	1	0	2	0	1	0
4	0.1.27.1.1	Nucleariidae_and_Fonticula_group_or	1	196	13	0	4	0	0	0	0	0	3	0	8	0	0	0	0	1	3	0	4	0	1	0	0	0	0	0	19	0	1	0	1	1	0	0	0	5	3	0	1	0	1	3	5	0	0	0	11	0	1	1	2	0	3	2	0	0	0	0	2	6	4	1	0	4	0	0	0	1	0	0	1	0	1	0	0	0	7	0	0	0	1	0	0	0	50	0	17	0	0	0	1	0	2	0	1	0
5	0.1.27.1.1.1	Nucleariidae	1	196	13	0	4	0	0	0	0	0	3	0	8	0	0	0	0	1	3	0	4	0	1	0	0	0	0	0	19	0	1	0	1	1	0	0	0	5	3	0	1	0	1	3	5	0	0	0	11	0	1	1	2	0	3	2	0	0	0	0	2	6	4	1	0	4	0	0	0	1	0	0	1	0	1	0	0	0	7	0	0	0	1	0	0	0	50	0	17	0	0	0	1	0	2	0	1	0
6	0.1.27.1.1.1.1	Nuclearia	0	196	13	0	4	0	0	0	0	0	3	0	8	0	0	0	0	1	3	0	4	0	1	0	0	0	0	0	19	0	1	0	1	1	0	0	0	5	3	0	1	0	1	3	5	0	0	0	11	0	1	1	2	0	3	2	0	0	0	0	2	6	4	1	0	4	0	0	0	1	0	0	1	0	1	0	0	0	7	0	0	0	1	0	0	0	50	0	17	0	0	0	1	0	2	0	1	0
2	0.1.28	Ochrophyta	5	37832	443	200	213	636	374	24	108	28	520	29	484	27	288	8	742	560	210	54	558	737	197	187	158	166	867	5	537	283	729	29	380	506	689	187	190	886	703	693	713	385	209	68	687	15	1162	1198	745	390	300	309	229	668	623	319	638	179	229	3	447	98	392	41	816	608	775	1166	343	630	675	93	532	267	347	26	507	16	1667	236	206	439	631	8	371	675	547	382	352	102	414	8	377	37	652	68	177	0
3	0.1.28.1	Chrysophyceae	7	31437	359	178	202	547	330	14	94	21	464	20	362	23	222	7	694	529	158	46	454	661	151	183	131	160	715	3	398	281	647	28	302	437	543	173	153	847	497	671	679	368	168	66	592	14	1065	1036	600	286	243	262	205	540	584	296	593	152	148	3	386	73	338	33	661	413	631	998	292	488	514	82	426	221	249	18	382	14	1205	168	171	325	451	6	314	483	501	291	273	56	382	4	344	19	499	16	105	0
4	0.1.28.1.1	Chromulinales	1	29462	234	178	176	532	311	14	91	19	438	20	345	23	210	7	544	521	140	46	425	619	139	179	127	160	676	3	373	280	599	26	288	405	488	168	140	768	469	658	658	362	158	63	563	14	1055	973	578	270	235	260	195	523	560	266	518	148	138	3	373	54	315	33	522	396	612	995	284	477	500	76	415	216	231	18	335	14	1095	167	162	297	443	3	305	467	485	291	235	55	358	4	236	18	480	16	100	0
5	0.1.28.1.1.1	Chromulinales_fa	8	29462	234	178	176	532	311	14	91	19	438	20	345	23	210	7	544	521	140	46	425	619	139	179	127	160	676	3	373	280	599	26	288	405	488	168	140	768	469	658	658	362	158	63	563	14	1055	973	578	270	235	260	195	523	560	266	518	148	138	3	373	54	315	33	522	396	612	995	284	477	500	76	415	216	231	18	335	14	1095	167	162	297	443	3	305	467	485	291	235	55	358	4	236	18	480	16	100	0
6	0.1.28.1.1.1.1	Chromulina	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.1.1.1.2	Chromulinales_fa_unclassified	0	10985	89	78	40	175	146	6	42	6	162	3	86	5	90	1	109	125	42	24	181	236	52	42	54	57	241	2	162	84	193	7	130	187	199	44	59	261	231	216	160	162	54	32	170	5	116	362	207	153	105	115	97	211	106	102	212	67	49	1	121	16	127	12	268	119	351	246	80	177	200	34	134	89	93	4	191	9	396	90	50	159	269	0	124	206	229	153	77	32	129	2	100	4	283	10	48	0
6	0.1.28.1.1.1.3	JBNA46	0	793	0	0	1	6	1	0	0	0	5	0	2	0	1	0	5	6	9	0	33	10	4	0	7	0	23	0	3	0	42	0	1	0	36	0	11	0	4	0	8	0	3	0	19	0	4	0	33	6	0	0	1	36	17	15	72	0	4	0	7	0	19	0	14	0	12	0	4	152	3	0	31	0	3	0	16	0	11	0	13	3	4	0	16	5	3	0	4	0	16	0	0	0	29	0	0	0
6	0.1.28.1.1.1.4	Oikomonas	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.1.1.1.5	Pedospumella	0	1356	27	23	6	28	22	0	5	1	20	2	2	3	17	1	10	17	2	2	8	35	3	0	1	1	12	1	38	35	19	0	22	52	39	24	4	113	19	61	21	27	18	4	6	1	30	109	20	5	4	10	14	22	16	4	17	7	6	0	37	8	19	0	7	6	0	47	17	14	24	2	21	2	16	0	7	0	25	0	5	4	3	0	13	3	23	2	10	0	5	1	10	0	3	0	6	0
6	0.1.28.1.1.1.6	Poterioochromonas	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
6	0.1.28.1.1.1.7	Poteriospumella	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.1.1.1.8	Spumella	0	16279	118	77	129	323	141	8	44	12	251	15	255	15	102	5	420	372	87	20	201	336	80	137	65	102	395	0	168	161	345	19	122	166	213	100	65	393	215	381	469	173	83	27	368	8	905	502	318	106	126	135	83	245	421	136	217	74	79	2	208	30	150	21	233	271	249	702	183	134	273	40	229	125	119	14	121	5	663	77	94	131	167	3	152	253	230	136	144	23	208	1	126	12	165	6	46	0
4	0.1.28.1.2	Chrysophyceae_unclassified	1	836	12	0	8	9	10	0	2	2	5	0	7	0	8	0	11	7	15	0	18	35	10	4	0	0	32	0	15	0	32	2	12	17	29	5	13	48	7	11	8	4	8	0	14	0	6	27	21	13	2	1	5	8	21	25	60	0	4	0	3	2	13	0	9	10	6	3	3	10	7	0	5	1	5	0	19	0	40	0	1	6	8	3	2	14	9	0	8	1	17	0	11	1	4	0	2	0
5	0.1.28.1.2.1	Chrysophyceae_unclassified	1	836	12	0	8	9	10	0	2	2	5	0	7	0	8	0	11	7	15	0	18	35	10	4	0	0	32	0	15	0	32	2	12	17	29	5	13	48	7	11	8	4	8	0	14	0	6	27	21	13	2	1	5	8	21	25	60	0	4	0	3	2	13	0	9	10	6	3	3	10	7	0	5	1	5	0	19	0	40	0	1	6	8	3	2	14	9	0	8	1	17	0	11	1	4	0	2	0
6	0.1.28.1.2.1.1	Chrysophyceae_unclassified	0	836	12	0	8	9	10	0	2	2	5	0	7	0	8	0	11	7	15	0	18	35	10	4	0	0	32	0	15	0	32	2	12	17	29	5	13	48	7	11	8	4	8	0	14	0	6	27	21	13	2	1	5	8	21	25	60	0	4	0	3	2	13	0	9	10	6	3	3	10	7	0	5	1	5	0	19	0	40	0	1	6	8	3	2	14	9	0	8	1	17	0	11	1	4	0	2	0
4	0.1.28.1.3	Hibberdiales	1	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	0.1.28.1.3.1	Hibberdiales_fa	1	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	0.1.28.1.3.1.1	Hibberdia	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	0.1.28.1.4	Incertae_Sedis	1	220	42	0	6	0	6	0	0	0	3	0	4	0	4	0	0	0	0	0	0	4	0	0	1	0	0	0	2	1	1	0	0	11	25	0	0	27	10	0	5	1	0	0	0	0	4	36	0	3	0	0	0	2	0	4	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.28.1.4.1	Incertae_Sedis_fa	1	220	42	0	6	0	6	0	0	0	3	0	4	0	4	0	0	0	0	0	0	4	0	0	1	0	0	0	2	1	1	0	0	11	25	0	0	27	10	0	5	1	0	0	0	0	4	36	0	3	0	0	0	2	0	4	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.1.4.1.1	Chlamydomyxa	0	220	42	0	6	0	6	0	0	0	3	0	4	0	4	0	0	0	0	0	0	4	0	0	1	0	0	0	2	1	1	0	0	11	25	0	0	27	10	0	5	1	0	0	0	0	4	36	0	3	0	0	0	2	0	4	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.28.1.5	Ochromonadales	1	905	71	0	12	6	3	0	1	0	18	0	5	0	0	0	139	0	3	0	11	3	2	0	3	0	7	0	6	0	15	0	2	4	1	0	0	4	5	2	8	1	2	3	15	0	0	0	1	0	6	1	5	7	3	1	15	4	6	0	10	0	10	0	129	6	13	0	5	1	7	6	6	4	12	0	28	0	70	1	7	22	0	0	7	2	7	0	30	0	7	0	97	0	15	0	2	0
5	0.1.28.1.5.1	Ochromonadales_fa	3	905	71	0	12	6	3	0	1	0	18	0	5	0	0	0	139	0	3	0	11	3	2	0	3	0	7	0	6	0	15	0	2	4	1	0	0	4	5	2	8	1	2	3	15	0	0	0	1	0	6	1	5	7	3	1	15	4	6	0	10	0	10	0	129	6	13	0	5	1	7	6	6	4	12	0	28	0	70	1	7	22	0	0	7	2	7	0	30	0	7	0	97	0	15	0	2	0
6	0.1.28.1.5.1.1	Ochromonadales_fa_unclassified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.1.5.1.2	Ochromonas	0	893	70	0	12	6	3	0	1	0	15	0	5	0	0	0	139	0	3	0	11	3	2	0	3	0	7	0	6	0	15	0	2	4	1	0	0	4	4	2	8	1	2	3	15	0	0	0	1	0	6	1	5	7	0	1	14	4	6	0	10	0	10	0	129	6	13	0	5	1	7	6	6	4	12	0	28	0	70	1	7	22	0	0	7	2	7	0	30	0	7	0	94	0	15	0	2	0
6	0.1.28.1.5.1.3	Paraphysomonas	0	11	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
4	0.1.28.1.6	P34.45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.28.1.6.1	P34.45_fa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.28.1.6.1.1	P34.45_ge	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.28.1.7	Synurales	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.28.1.7.1	Synurales_fa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
